spa_booking_id,property_id,guest_id,customer_type,service_name,booking_date,service_date,duration_minutes,price,status
SP078744,P03,,walk-in,Balinese Massage 60min,2024-12-09,2024-12-10,60,360000,completed
SP078745,P03,,walk-in,Facial Treatment,2024-12-09,2024-12-10,60,320000,completed
SP078746,P03,,walk-in,Couple Package,2024-12-08,2024-12-10,120,1440000,completed
SP078747,P03,,walk-in,Balinese Massage 60min,2024-12-05,2024-12-10,60,360000,completed
SP078748,P03,G20098,walk-in,Reflexology,2024-12-10,2024-12-10,45,224000,completed
SP078749,P03,,walk-in,Balinese Massage 90min,2024-12-09,2024-12-10,90,520000,completed
SP078750,P03,G21225,walk-in,Reflexology,2024-12-09,2024-12-10,45,224000,completed
SP078751,P03,G21185,walk-in,Balinese Massage 90min,2024-12-10,2024-12-10,90,520000,completed
SP078752,P03,G23558,walk-in,Facial Treatment,2024-12-10,2024-12-10,60,320000,completed
SP078753,P03,G11875,inhouse,Aromatherapy Massage 90min,2024-12-09,2024-12-11,90,560000,cancelled
SP078754,P03,G07662,inhouse,Balinese Massage 90min,2024-12-10,2024-12-11,90,520000,completed
SP078755,P03,G00603,inhouse,Facial Treatment,2024-12-07,2024-12-11,60,320000,completed
SP078756,P03,G09805,inhouse,Balinese Massage 90min,2024-12-10,2024-12-11,90,520000,completed
SP078757,P03,G10033,inhouse,Aromatherapy Massage 60min,2024-12-10,2024-12-11,60,400000,completed
SP078758,P03,G00976,inhouse,Body Scrub,2024-12-06,2024-12-11,45,280000,completed
SP078759,P03,G11591,inhouse,Facial Treatment,2024-12-10,2024-12-11,60,320000,completed
SP078760,P03,G17336,inhouse,Reflexology,2024-12-06,2024-12-11,45,224000,completed
SP078761,P03,G23310,walk-in,Balinese Massage 60min,2024-12-11,2024-12-11,60,360000,completed
SP078762,P03,,walk-in,Balinese Massage 60min,2024-12-10,2024-12-11,60,360000,completed
SP078763,P03,G20773,walk-in,Balinese Massage 60min,2024-12-11,2024-12-11,60,360000,completed
SP078764,P03,G23146,walk-in,Aromatherapy Massage 60min,2024-12-11,2024-12-11,60,400000,completed
SP078765,P03,,walk-in,Reflexology,2024-12-11,2024-12-11,45,224000,completed
SP078766,P03,G18769,walk-in,Body Scrub,2024-12-11,2024-12-11,45,280000,completed
SP078767,P03,G23966,walk-in,Reflexology,2024-12-10,2024-12-11,45,224000,completed
SP078768,P03,G23231,walk-in,Aromatherapy Massage 90min,2024-12-10,2024-12-11,90,560000,completed
SP078769,P03,,walk-in,Facial Treatment,2024-12-08,2024-12-11,60,320000,completed
SP078770,P03,,walk-in,Balinese Massage 90min,2024-12-11,2024-12-11,90,520000,completed
SP078771,P03,,walk-in,Facial Treatment,2024-12-09,2024-12-11,60,320000,completed
SP078772,P03,,walk-in,Facial Treatment,2024-12-11,2024-12-11,60,320000,cancelled
SP078773,P03,G19891,walk-in,Couple Package,2024-12-08,2024-12-11,120,1440000,completed
SP078774,P03,,walk-in,Aromatherapy Massage 60min,2024-12-10,2024-12-11,60,400000,completed
SP078775,P03,G10785,inhouse,Facial Treatment,2024-12-12,2024-12-12,60,320000,completed
SP078776,P03,G07031,inhouse,Balinese Massage 60min,2024-12-11,2024-12-12,60,360000,completed
SP078777,P03,G00298,inhouse,Balinese Massage 60min,2024-12-11,2024-12-12,60,360000,completed
SP078778,P03,G03158,inhouse,Balinese Massage 90min,2024-12-11,2024-12-12,90,520000,completed
SP078779,P03,G11439,inhouse,Facial Treatment,2024-12-11,2024-12-12,60,320000,completed
SP078780,P03,G09958,inhouse,Balinese Massage 90min,2024-12-12,2024-12-12,90,520000,completed
SP078781,P03,G13917,inhouse,Facial Treatment,2024-12-11,2024-12-12,60,320000,completed
SP078782,P03,G17800,inhouse,Facial Treatment,2024-12-12,2024-12-12,60,320000,completed
SP078783,P03,G22724,walk-in,Facial Treatment,2024-12-11,2024-12-12,60,320000,completed
SP078784,P03,G18034,walk-in,Aromatherapy Massage 90min,2024-12-11,2024-12-12,90,560000,completed
SP078785,P03,G21732,walk-in,Balinese Massage 60min,2024-12-08,2024-12-12,60,360000,completed
SP078786,P03,G18917,walk-in,Body Scrub,2024-12-12,2024-12-12,45,280000,completed
SP078787,P03,G23971,walk-in,Facial Treatment,2024-12-12,2024-12-12,60,320000,completed
SP078788,P03,,walk-in,Balinese Massage 90min,2024-12-10,2024-12-12,90,520000,completed
SP078789,P03,G20113,walk-in,Facial Treatment,2024-12-12,2024-12-12,60,320000,completed
SP078790,P03,,walk-in,Aromatherapy Massage 60min,2024-12-11,2024-12-12,60,400000,completed
SP078791,P03,,walk-in,Hot Stone Massage,2024-12-12,2024-12-12,90,680000,completed
SP078792,P03,G06102,inhouse,Balinese Massage 90min,2024-12-13,2024-12-13,90,520000,completed
SP078793,P03,G04678,inhouse,Balinese Massage 90min,2024-12-12,2024-12-13,90,520000,completed
SP078794,P03,G14974,inhouse,Couple Package,2024-12-11,2024-12-13,120,1440000,completed
SP078795,P03,G10256,inhouse,Balinese Massage 60min,2024-12-12,2024-12-13,60,360000,cancelled
SP078796,P03,G11969,inhouse,Aromatherapy Massage 90min,2024-12-13,2024-12-13,90,560000,completed
SP078797,P03,G05595,inhouse,Balinese Massage 90min,2024-12-13,2024-12-13,90,520000,completed
SP078798,P03,G02919,inhouse,Hot Stone Massage,2024-12-12,2024-12-13,90,680000,completed
SP078799,P03,G06672,inhouse,Balinese Massage 60min,2024-12-13,2024-12-13,60,360000,completed
SP078800,P03,G11772,inhouse,Aromatherapy Massage 60min,2024-12-12,2024-12-13,60,400000,completed
SP078801,P03,G03158,inhouse,Body Scrub,2024-12-13,2024-12-13,45,280000,completed
SP078802,P03,G06672,inhouse,Hot Stone Massage,2024-12-13,2024-12-13,90,680000,completed
SP078803,P03,,walk-in,Aromatherapy Massage 60min,2024-12-13,2024-12-13,60,400000,completed
SP078804,P03,G24432,walk-in,Reflexology,2024-12-11,2024-12-13,45,224000,cancelled
SP078805,P03,,walk-in,Body Scrub,2024-12-11,2024-12-13,45,280000,completed
SP078806,P03,G23013,walk-in,Hot Stone Massage,2024-12-13,2024-12-13,90,680000,completed
SP078807,P03,G20184,walk-in,Body Scrub,2024-12-12,2024-12-13,45,280000,completed
SP078808,P03,G23808,walk-in,Reflexology,2024-12-13,2024-12-13,45,224000,completed
SP078809,P03,G21545,walk-in,Balinese Massage 60min,2024-12-08,2024-12-13,60,360000,completed
SP078810,P03,G21171,walk-in,Balinese Massage 60min,2024-12-12,2024-12-13,60,360000,completed
SP078811,P03,G24134,walk-in,Aromatherapy Massage 90min,2024-12-13,2024-12-13,90,560000,completed
SP078812,P03,,walk-in,Aromatherapy Massage 60min,2024-12-10,2024-12-13,60,400000,completed
SP078813,P03,,walk-in,Hot Stone Massage,2024-12-13,2024-12-13,90,680000,completed
SP078814,P03,G22635,walk-in,Balinese Massage 60min,2024-12-13,2024-12-13,60,360000,completed
SP078815,P03,G04989,inhouse,Balinese Massage 90min,2024-12-12,2024-12-14,90,520000,completed
SP078816,P03,G13268,inhouse,Aromatherapy Massage 60min,2024-12-12,2024-12-14,60,400000,completed
SP078817,P03,G17114,inhouse,Balinese Massage 90min,2024-12-14,2024-12-14,90,520000,completed
SP078818,P03,G17037,inhouse,Couple Package,2024-12-14,2024-12-14,120,1440000,completed
SP078819,P03,G04018,inhouse,Hot Stone Massage,2024-12-14,2024-12-14,90,680000,completed
SP078820,P03,G17219,inhouse,Couple Package,2024-12-14,2024-12-14,120,1440000,completed
SP078821,P03,G05767,inhouse,Facial Treatment,2024-12-12,2024-12-14,60,320000,completed
SP078822,P03,G18807,walk-in,Aromatherapy Massage 60min,2024-12-14,2024-12-14,60,400000,completed
SP078823,P03,G20197,walk-in,Body Scrub,2024-12-12,2024-12-14,45,280000,completed
SP078824,P03,G23235,walk-in,Balinese Massage 60min,2024-12-14,2024-12-14,60,360000,completed
SP078825,P03,G20623,walk-in,Facial Treatment,2024-12-14,2024-12-14,60,320000,completed
SP078826,P03,,walk-in,Reflexology,2024-12-11,2024-12-14,45,224000,completed
SP078827,P03,G19655,walk-in,Reflexology,2024-12-12,2024-12-14,45,224000,completed
SP078828,P03,,walk-in,Aromatherapy Massage 90min,2024-12-13,2024-12-14,90,560000,completed
SP078829,P03,,walk-in,Balinese Massage 60min,2024-12-14,2024-12-14,60,360000,completed
SP078830,P03,,walk-in,Balinese Massage 60min,2024-12-14,2024-12-14,60,360000,completed
SP078831,P03,,walk-in,Facial Treatment,2024-12-14,2024-12-14,60,320000,completed
SP078832,P03,,walk-in,Aromatherapy Massage 60min,2024-12-11,2024-12-14,60,400000,completed
SP078833,P03,,walk-in,Balinese Massage 60min,2024-12-14,2024-12-14,60,360000,completed
SP078834,P03,,walk-in,Balinese Massage 60min,2024-12-13,2024-12-14,60,360000,completed
SP078835,P03,G19556,walk-in,Balinese Massage 60min,2024-12-10,2024-12-14,60,360000,completed
SP078836,P03,,walk-in,Body Scrub,2024-12-13,2024-12-14,45,280000,completed
SP078837,P03,G23505,walk-in,Balinese Massage 60min,2024-12-13,2024-12-14,60,360000,completed
SP078838,P03,G11804,inhouse,Balinese Massage 90min,2024-12-14,2024-12-15,90,520000,completed
SP078839,P03,G09344,inhouse,Couple Package,2024-12-15,2024-12-15,120,1440000,completed
SP078840,P03,G06848,inhouse,Aromatherapy Massage 90min,2024-12-15,2024-12-15,90,560000,completed
SP078841,P03,G12019,inhouse,Couple Package,2024-12-15,2024-12-15,120,1440000,cancelled
SP078842,P03,G07757,inhouse,Balinese Massage 60min,2024-12-15,2024-12-15,60,360000,cancelled
SP078843,P03,G12656,inhouse,Couple Package,2024-12-14,2024-12-15,120,1440000,completed
SP078844,P03,G01746,inhouse,Body Scrub,2024-12-10,2024-12-15,45,280000,completed
SP078845,P03,G06306,inhouse,Balinese Massage 60min,2024-12-14,2024-12-15,60,360000,completed
SP078846,P03,G05595,inhouse,Aromatherapy Massage 90min,2024-12-15,2024-12-15,90,560000,completed
SP078847,P03,G00271,inhouse,Facial Treatment,2024-12-15,2024-12-15,60,320000,completed
SP078848,P03,G18478,walk-in,Couple Package,2024-12-15,2024-12-15,120,1440000,completed
SP078849,P03,G22868,walk-in,Facial Treatment,2024-12-15,2024-12-15,60,320000,completed
SP078850,P03,,walk-in,Body Scrub,2024-12-12,2024-12-15,45,280000,completed
SP078851,P03,,walk-in,Facial Treatment,2024-12-14,2024-12-15,60,320000,cancelled
SP078852,P03,G19888,walk-in,Balinese Massage 60min,2024-12-15,2024-12-15,60,360000,completed
SP078853,P03,,walk-in,Balinese Massage 60min,2024-12-13,2024-12-15,60,360000,completed
SP078854,P03,,walk-in,Balinese Massage 60min,2024-12-15,2024-12-15,60,360000,completed
SP078855,P03,,walk-in,Balinese Massage 90min,2024-12-15,2024-12-15,90,520000,completed
SP078856,P03,,walk-in,Aromatherapy Massage 90min,2024-12-14,2024-12-15,90,560000,completed
SP078857,P03,G23265,walk-in,Balinese Massage 60min,2024-12-15,2024-12-15,60,360000,completed
SP078858,P03,G21728,walk-in,Balinese Massage 60min,2024-12-12,2024-12-15,60,360000,completed
SP078859,P03,,walk-in,Hot Stone Massage,2024-12-14,2024-12-15,90,680000,completed
SP078860,P03,G23697,walk-in,Facial Treatment,2024-12-15,2024-12-15,60,320000,completed
SP078861,P03,G00059,inhouse,Aromatherapy Massage 60min,2024-12-16,2024-12-16,60,400000,completed
SP078862,P03,G10132,inhouse,Balinese Massage 60min,2024-12-15,2024-12-16,60,360000,completed
SP078863,P03,G00743,inhouse,Hot Stone Massage,2024-12-15,2024-12-16,90,680000,completed
SP078864,P03,G07815,inhouse,Balinese Massage 90min,2024-12-16,2024-12-16,90,520000,completed
SP078865,P03,G02517,inhouse,Aromatherapy Massage 90min,2024-12-15,2024-12-16,90,560000,completed
SP078866,P03,G08599,inhouse,Balinese Massage 60min,2024-12-16,2024-12-16,60,360000,completed
SP078867,P03,G12826,inhouse,Balinese Massage 60min,2024-12-14,2024-12-16,60,360000,completed
SP078868,P03,G03315,inhouse,Facial Treatment,2024-12-16,2024-12-16,60,320000,completed
SP078869,P03,G00059,inhouse,Balinese Massage 60min,2024-12-16,2024-12-16,60,360000,completed
SP078870,P03,G16647,inhouse,Balinese Massage 90min,2024-12-14,2024-12-16,90,520000,completed
SP078871,P03,G10322,inhouse,Facial Treatment,2024-12-16,2024-12-16,60,320000,completed
SP078872,P03,G23904,walk-in,Body Scrub,2024-12-16,2024-12-16,45,280000,completed
SP078873,P03,G24130,walk-in,Reflexology,2024-12-16,2024-12-16,45,224000,completed
SP078874,P03,G21286,walk-in,Body Scrub,2024-12-13,2024-12-16,45,280000,cancelled
SP078875,P03,G19950,walk-in,Balinese Massage 60min,2024-12-16,2024-12-16,60,360000,completed
SP078876,P03,,walk-in,Balinese Massage 90min,2024-12-16,2024-12-16,90,520000,completed
SP078877,P03,,walk-in,Balinese Massage 60min,2024-12-15,2024-12-16,60,360000,completed
SP078878,P03,,walk-in,Couple Package,2024-12-16,2024-12-16,120,1440000,completed
SP078879,P03,G18041,walk-in,Couple Package,2024-12-15,2024-12-16,120,1440000,completed
SP078880,P03,G24732,walk-in,Balinese Massage 60min,2024-12-15,2024-12-16,60,360000,completed
SP078881,P03,G19735,walk-in,Balinese Massage 60min,2024-12-16,2024-12-16,60,360000,completed
SP078882,P03,,walk-in,Balinese Massage 60min,2024-12-16,2024-12-16,60,360000,completed
SP078883,P03,G17037,inhouse,Balinese Massage 90min,2024-12-17,2024-12-17,90,520000,cancelled
SP078884,P03,G04234,inhouse,Facial Treatment,2024-12-16,2024-12-17,60,320000,completed
SP078885,P03,G01136,inhouse,Balinese Massage 90min,2024-12-17,2024-12-17,90,520000,completed
SP078886,P03,G12922,inhouse,Couple Package,2024-12-17,2024-12-17,120,1440000,completed
SP078887,P03,G01582,inhouse,Body Scrub,2024-12-17,2024-12-17,45,280000,completed
SP078888,P03,G13999,inhouse,Hot Stone Massage,2024-12-14,2024-12-17,90,680000,completed
SP078889,P03,G12927,inhouse,Hot Stone Massage,2024-12-17,2024-12-17,90,680000,completed
SP078890,P03,G13551,inhouse,Couple Package,2024-12-17,2024-12-17,120,1440000,completed
SP078891,P03,G12927,inhouse,Balinese Massage 60min,2024-12-17,2024-12-17,60,360000,completed
SP078892,P03,G21805,walk-in,Balinese Massage 60min,2024-12-15,2024-12-17,60,360000,completed
SP078893,P03,,walk-in,Body Scrub,2024-12-12,2024-12-17,45,280000,completed
SP078894,P03,,walk-in,Aromatherapy Massage 90min,2024-12-12,2024-12-17,90,560000,completed
SP078895,P03,G20995,walk-in,Facial Treatment,2024-12-17,2024-12-17,60,320000,completed
SP078896,P03,,walk-in,Body Scrub,2024-12-13,2024-12-17,45,280000,completed
SP078897,P03,G22736,walk-in,Facial Treatment,2024-12-17,2024-12-17,60,320000,completed
SP078898,P03,,walk-in,Reflexology,2024-12-17,2024-12-17,45,224000,completed
SP078899,P03,G03478,inhouse,Reflexology,2024-12-17,2024-12-18,45,224000,completed
SP078900,P03,G16177,inhouse,Aromatherapy Massage 60min,2024-12-18,2024-12-18,60,400000,completed
SP078901,P03,G10718,inhouse,Body Scrub,2024-12-18,2024-12-18,45,280000,completed
SP078902,P03,G16469,inhouse,Hot Stone Massage,2024-12-18,2024-12-18,90,680000,completed
SP078903,P03,G04558,inhouse,Balinese Massage 60min,2024-12-17,2024-12-18,60,360000,completed
SP078904,P03,G02834,inhouse,Aromatherapy Massage 60min,2024-12-18,2024-12-18,60,400000,cancelled
SP078905,P03,G04324,inhouse,Facial Treatment,2024-12-18,2024-12-18,60,320000,completed
SP078906,P03,G16469,inhouse,Balinese Massage 90min,2024-12-18,2024-12-18,90,520000,completed
SP078907,P03,G02864,inhouse,Aromatherapy Massage 60min,2024-12-18,2024-12-18,60,400000,completed
SP078908,P03,G11621,inhouse,Body Scrub,2024-12-15,2024-12-18,45,280000,completed
SP078909,P03,,walk-in,Balinese Massage 60min,2024-12-13,2024-12-18,60,360000,completed
SP078910,P03,G24773,walk-in,Reflexology,2024-12-18,2024-12-18,45,224000,completed
SP078911,P03,,walk-in,Balinese Massage 60min,2024-12-18,2024-12-18,60,360000,completed
SP078912,P03,,walk-in,Aromatherapy Massage 60min,2024-12-18,2024-12-18,60,400000,completed
SP078913,P03,,walk-in,Facial Treatment,2024-12-18,2024-12-18,60,320000,cancelled
SP078914,P03,,walk-in,Aromatherapy Massage 60min,2024-12-16,2024-12-18,60,400000,completed
SP078915,P03,,walk-in,Body Scrub,2024-12-16,2024-12-18,45,280000,completed
SP078916,P03,G12999,inhouse,Aromatherapy Massage 60min,2024-12-17,2024-12-19,60,400000,completed
SP078917,P03,G12927,inhouse,Couple Package,2024-12-16,2024-12-19,120,1440000,completed
SP078918,P03,G01666,inhouse,Balinese Massage 60min,2024-12-19,2024-12-19,60,360000,completed
SP078919,P03,G17056,inhouse,Couple Package,2024-12-19,2024-12-19,120,1440000,completed
SP078920,P03,G06665,inhouse,Hot Stone Massage,2024-12-18,2024-12-19,90,680000,completed
SP078921,P03,G15637,inhouse,Balinese Massage 90min,2024-12-19,2024-12-19,90,520000,completed
SP078922,P03,G17560,inhouse,Hot Stone Massage,2024-12-18,2024-12-19,90,680000,completed
SP078923,P03,G09119,inhouse,Balinese Massage 60min,2024-12-19,2024-12-19,60,360000,completed
SP078924,P03,G16005,inhouse,Balinese Massage 90min,2024-12-18,2024-12-19,90,520000,cancelled
SP078925,P03,,walk-in,Balinese Massage 60min,2024-12-19,2024-12-19,60,360000,completed
SP078926,P03,,walk-in,Hot Stone Massage,2024-12-19,2024-12-19,90,680000,completed
SP078927,P03,G24691,walk-in,Balinese Massage 60min,2024-12-17,2024-12-19,60,360000,completed
SP078928,P03,G24202,walk-in,Facial Treatment,2024-12-18,2024-12-19,60,320000,completed
SP078929,P03,,walk-in,Facial Treatment,2024-12-19,2024-12-19,60,320000,completed
SP078930,P03,G24276,walk-in,Balinese Massage 60min,2024-12-18,2024-12-19,60,360000,completed
SP078931,P03,G23409,walk-in,Aromatherapy Massage 60min,2024-12-19,2024-12-19,60,400000,completed
SP078932,P03,G07392,inhouse,Balinese Massage 90min,2024-12-18,2024-12-20,90,520000,completed
SP078933,P03,G07758,inhouse,Aromatherapy Massage 90min,2024-12-15,2024-12-20,90,560000,cancelled
SP078934,P03,G00757,inhouse,Balinese Massage 60min,2024-12-20,2024-12-20,60,360000,completed
SP078935,P03,G08977,inhouse,Couple Package,2024-12-16,2024-12-20,120,1440000,completed
SP078936,P03,G04622,inhouse,Balinese Massage 90min,2024-12-20,2024-12-20,90,520000,completed
SP078937,P03,G16223,inhouse,Balinese Massage 60min,2024-12-20,2024-12-20,60,360000,completed
SP078938,P03,G01305,inhouse,Balinese Massage 90min,2024-12-20,2024-12-20,90,520000,completed
SP078939,P03,G10777,inhouse,Balinese Massage 90min,2024-12-19,2024-12-20,90,520000,completed
SP078940,P03,G17056,inhouse,Reflexology,2024-12-19,2024-12-20,45,224000,completed
SP078941,P03,G15868,inhouse,Aromatherapy Massage 60min,2024-12-19,2024-12-20,60,400000,completed
SP078942,P03,G07218,inhouse,Aromatherapy Massage 90min,2024-12-19,2024-12-20,90,560000,completed
SP078943,P03,,walk-in,Reflexology,2024-12-15,2024-12-20,45,224000,cancelled
SP078944,P03,G20479,walk-in,Aromatherapy Massage 60min,2024-12-18,2024-12-20,60,400000,completed
SP078945,P03,G24727,walk-in,Facial Treatment,2024-12-15,2024-12-20,60,320000,completed
SP078946,P03,G18805,walk-in,Balinese Massage 90min,2024-12-19,2024-12-20,90,520000,completed
SP078947,P03,G21106,walk-in,Balinese Massage 60min,2024-12-20,2024-12-20,60,360000,completed
SP078948,P03,,walk-in,Balinese Massage 60min,2024-12-19,2024-12-20,60,360000,completed
SP078949,P03,,walk-in,Facial Treatment,2024-12-20,2024-12-20,60,320000,completed
SP078950,P03,G23655,walk-in,Aromatherapy Massage 60min,2024-12-20,2024-12-20,60,400000,completed
SP078951,P03,G18380,walk-in,Balinese Massage 90min,2024-12-20,2024-12-20,90,520000,cancelled
SP078952,P03,G09153,inhouse,Hot Stone Massage,2024-12-21,2024-12-21,90,680000,cancelled
SP078953,P03,G08603,inhouse,Hot Stone Massage,2024-12-20,2024-12-21,90,680000,completed
SP078954,P03,G03635,inhouse,Balinese Massage 90min,2024-12-21,2024-12-21,90,520000,completed
SP078955,P03,G17206,inhouse,Balinese Massage 60min,2024-12-18,2024-12-21,60,360000,cancelled
SP078956,P03,G00623,inhouse,Balinese Massage 60min,2024-12-21,2024-12-21,60,360000,completed
SP078957,P03,G17454,inhouse,Facial Treatment,2024-12-21,2024-12-21,60,320000,completed
SP078958,P03,G11409,inhouse,Body Scrub,2024-12-21,2024-12-21,45,280000,completed
SP078959,P03,G17206,inhouse,Couple Package,2024-12-20,2024-12-21,120,1440000,completed
SP078960,P03,G16071,inhouse,Aromatherapy Massage 90min,2024-12-20,2024-12-21,90,560000,completed
SP078961,P03,G12115,inhouse,Balinese Massage 60min,2024-12-19,2024-12-21,60,360000,completed
SP078962,P03,G08266,inhouse,Body Scrub,2024-12-19,2024-12-21,45,280000,completed
SP078963,P03,G07392,inhouse,Body Scrub,2024-12-21,2024-12-21,45,280000,completed
SP078964,P03,G20033,walk-in,Facial Treatment,2024-12-21,2024-12-21,60,320000,completed
SP078965,P03,,walk-in,Body Scrub,2024-12-21,2024-12-21,45,280000,cancelled
SP078966,P03,G22933,walk-in,Body Scrub,2024-12-21,2024-12-21,45,280000,completed
SP078967,P03,G21079,walk-in,Facial Treatment,2024-12-21,2024-12-21,60,320000,completed
SP078968,P03,,walk-in,Facial Treatment,2024-12-20,2024-12-21,60,320000,completed
SP078969,P03,G20239,walk-in,Body Scrub,2024-12-21,2024-12-21,45,280000,completed
SP078970,P03,G18607,walk-in,Facial Treatment,2024-12-19,2024-12-21,60,320000,completed
SP078971,P03,,walk-in,Reflexology,2024-12-21,2024-12-21,45,224000,completed
SP078972,P03,G05615,walk-in,Balinese Massage 60min,2024-12-20,2024-12-21,60,360000,completed
SP078973,P03,G19316,walk-in,Balinese Massage 60min,2024-12-19,2024-12-21,60,360000,completed
SP078974,P03,G22746,walk-in,Balinese Massage 60min,2024-12-21,2024-12-21,60,360000,completed
SP078975,P03,G21244,walk-in,Facial Treatment,2024-12-18,2024-12-21,60,320000,completed
SP078976,P03,G01305,inhouse,Reflexology,2024-12-22,2024-12-22,45,224000,completed
SP078977,P03,G10240,inhouse,Balinese Massage 90min,2024-12-18,2024-12-22,90,520000,completed
SP078978,P03,G09988,inhouse,Couple Package,2024-12-22,2024-12-22,120,1440000,completed
SP078979,P03,G09513,inhouse,Couple Package,2024-12-22,2024-12-22,120,1440000,completed
SP078980,P03,G05944,inhouse,Balinese Massage 90min,2024-12-20,2024-12-22,90,520000,completed
SP078981,P03,G05768,inhouse,Balinese Massage 90min,2024-12-19,2024-12-22,90,520000,completed
SP078982,P03,G04582,inhouse,Balinese Massage 60min,2024-12-19,2024-12-22,60,360000,completed
SP078983,P03,G03631,inhouse,Couple Package,2024-12-21,2024-12-22,120,1440000,completed
SP078984,P03,G00334,inhouse,Couple Package,2024-12-22,2024-12-22,120,1440000,completed
SP078985,P03,,walk-in,Facial Treatment,2024-12-21,2024-12-22,60,320000,completed
SP078986,P03,G18823,walk-in,Facial Treatment,2024-12-22,2024-12-22,60,320000,completed
SP078987,P03,G22865,walk-in,Balinese Massage 60min,2024-12-22,2024-12-22,60,360000,completed
SP078988,P03,,walk-in,Body Scrub,2024-12-21,2024-12-22,45,280000,completed
SP078989,P03,,walk-in,Body Scrub,2024-12-20,2024-12-22,45,280000,completed
SP078990,P03,G22950,walk-in,Aromatherapy Massage 90min,2024-12-20,2024-12-22,90,560000,completed
SP078991,P03,,walk-in,Balinese Massage 60min,2024-12-22,2024-12-22,60,360000,completed
SP078992,P03,G23181,walk-in,Facial Treatment,2024-12-22,2024-12-22,60,320000,completed
SP078993,P03,,walk-in,Balinese Massage 60min,2024-12-22,2024-12-22,60,360000,completed
SP078994,P03,G18007,walk-in,Body Scrub,2024-12-21,2024-12-22,45,280000,completed
SP078995,P03,G13789,walk-in,Aromatherapy Massage 60min,2024-12-22,2024-12-22,60,400000,completed
SP078996,P03,,walk-in,Facial Treatment,2024-12-21,2024-12-22,60,320000,completed
SP078997,P03,,walk-in,Body Scrub,2024-12-21,2024-12-22,45,280000,completed
SP078998,P03,,walk-in,Aromatherapy Massage 60min,2024-12-20,2024-12-22,60,400000,cancelled
SP078999,P03,G05937,inhouse,Hot Stone Massage,2024-12-22,2024-12-23,90,680000,completed
SP079000,P03,G05944,inhouse,Balinese Massage 60min,2024-12-22,2024-12-23,60,360000,completed
SP079001,P03,G17109,inhouse,Balinese Massage 60min,2024-12-23,2024-12-23,60,360000,completed
SP079002,P03,G07367,inhouse,Balinese Massage 90min,2024-12-22,2024-12-23,90,520000,completed
SP079003,P03,G15105,inhouse,Aromatherapy Massage 90min,2024-12-23,2024-12-23,90,560000,cancelled
SP079004,P03,G14270,inhouse,Couple Package,2024-12-23,2024-12-23,120,1440000,completed
SP079005,P03,G23698,walk-in,Facial Treatment,2024-12-22,2024-12-23,60,320000,completed
SP079006,P03,G24075,walk-in,Body Scrub,2024-12-23,2024-12-23,45,280000,cancelled
SP079007,P03,G23613,walk-in,Aromatherapy Massage 60min,2024-12-23,2024-12-23,60,400000,completed
SP079008,P03,G19980,walk-in,Reflexology,2024-12-22,2024-12-23,45,224000,cancelled
SP079009,P03,,walk-in,Balinese Massage 90min,2024-12-23,2024-12-23,90,520000,completed
SP079010,P03,G23386,walk-in,Balinese Massage 60min,2024-12-22,2024-12-23,60,360000,completed
SP079011,P03,G05944,inhouse,Aromatherapy Massage 60min,2024-12-23,2024-12-24,60,400000,completed
SP079012,P03,G16520,inhouse,Balinese Massage 60min,2024-12-24,2024-12-24,60,360000,completed
SP079013,P03,G15056,inhouse,Balinese Massage 60min,2024-12-22,2024-12-24,60,360000,completed
SP079014,P03,G13914,inhouse,Aromatherapy Massage 90min,2024-12-24,2024-12-24,90,560000,cancelled
SP079015,P03,G05147,inhouse,Balinese Massage 60min,2024-12-24,2024-12-24,60,360000,completed
SP079016,P03,G17109,inhouse,Balinese Massage 60min,2024-12-23,2024-12-24,60,360000,completed
SP079017,P03,G01159,inhouse,Balinese Massage 60min,2024-12-23,2024-12-24,60,360000,completed
SP079018,P03,G03174,inhouse,Body Scrub,2024-12-24,2024-12-24,45,280000,completed
SP079019,P03,G01213,inhouse,Hot Stone Massage,2024-12-24,2024-12-24,90,680000,completed
SP079020,P03,G05944,inhouse,Balinese Massage 90min,2024-12-23,2024-12-24,90,520000,completed
SP079021,P03,G01159,inhouse,Hot Stone Massage,2024-12-24,2024-12-24,90,680000,completed
SP079022,P03,G03888,inhouse,Aromatherapy Massage 90min,2024-12-24,2024-12-24,90,560000,completed
SP079023,P03,G15056,inhouse,Body Scrub,2024-12-23,2024-12-24,45,280000,completed
SP079024,P03,G05437,inhouse,Aromatherapy Massage 60min,2024-12-24,2024-12-24,60,400000,completed
SP079025,P03,G01098,inhouse,Aromatherapy Massage 90min,2024-12-23,2024-12-24,90,560000,completed
SP079026,P03,G21506,walk-in,Facial Treatment,2024-12-24,2024-12-24,60,320000,completed
SP079027,P03,G18524,walk-in,Balinese Massage 90min,2024-12-24,2024-12-24,90,520000,completed
SP079028,P03,G20534,walk-in,Balinese Massage 60min,2024-12-22,2024-12-24,60,360000,completed
SP079029,P03,,walk-in,Body Scrub,2024-12-24,2024-12-24,45,280000,cancelled
SP079030,P03,,walk-in,Balinese Massage 60min,2024-12-23,2024-12-24,60,360000,completed
SP079031,P03,G18136,walk-in,Balinese Massage 60min,2024-12-24,2024-12-24,60,360000,completed
