review_id,employee_id,review_period,score,notes
PR01793,E0356,2024-S2,4.46,"Sangat diandalkan tim, guest feedback positif"
PR01794,E0356,2025-S1,4.24,"Kinerja baik, memenuhi target"
PR01795,E0356,2025-S2,4.49,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01796,E0356,2026-S1,4.12,Perlu sedikit peningkatan di komunikasi tim
PR01797,E0357,2023-S2,3.15,Perlu peningkatan konsistensi
PR01798,E0357,2024-S1,3.45,"Kinerja cukup, ada ruang perbaikan"
PR01799,E0357,2024-S2,3.33,Perlu peningkatan konsistensi
PR01800,E0357,2025-S1,3.5,"Kinerja baik, memenuhi target"
PR01801,E0357,2025-S2,3.12,Perlu peningkatan konsistensi
PR01802,E0357,2026-S1,3.16,"Kinerja cukup, ada ruang perbaikan"
PR01803,E0358,2023-S2,2.93,"Kinerja cukup, ada ruang perbaikan"
PR01804,E0358,2024-S1,3.15,"Kinerja cukup, ada ruang perbaikan"
PR01805,E0358,2024-S2,3.18,"Kinerja cukup, ada ruang perbaikan"
PR01806,E0358,2025-S1,2.94,"Kinerja cukup, ada ruang perbaikan"
PR01807,E0358,2025-S2,3.18,Perlu peningkatan konsistensi
PR01808,E0358,2026-S1,3.36,"Kinerja cukup, ada ruang perbaikan"
PR01809,E0359,2025-S2,3.54,Stabil dan dapat diandalkan
PR01810,E0359,2026-S1,3.68,Perlu sedikit peningkatan di komunikasi tim
PR01811,E0360,2023-S2,3.77,"Kinerja baik, memenuhi target"
PR01812,E0360,2024-S1,3.79,Stabil dan dapat diandalkan
PR01813,E0360,2024-S2,3.55,"Kinerja baik, memenuhi target"
PR01814,E0360,2025-S1,3.98,"Kinerja baik, memenuhi target"
PR01815,E0360,2025-S2,3.85,"Kinerja baik, memenuhi target"
PR01816,E0360,2026-S1,3.87,Stabil dan dapat diandalkan
PR01817,E0361,2025-S1,3.11,"Kinerja cukup, ada ruang perbaikan"
PR01818,E0361,2025-S2,2.89,"Kinerja cukup, ada ruang perbaikan"
PR01819,E0361,2026-S1,2.73,Beberapa target belum tercapai
PR01820,E0362,2023-S2,4.19,Perlu sedikit peningkatan di komunikasi tim
PR01821,E0362,2024-S1,4.41,"Sangat diandalkan tim, guest feedback positif"
PR01822,E0362,2024-S2,4.27,"Kinerja baik, memenuhi target"
PR01823,E0362,2025-S1,4.3,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01824,E0362,2025-S2,3.97,Perlu sedikit peningkatan di komunikasi tim
PR01825,E0362,2026-S1,4.39,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01826,E0363,2023-S2,3.21,Perlu peningkatan konsistensi
PR01827,E0363,2024-S1,3.06,Beberapa target belum tercapai
PR01828,E0363,2024-S2,3.28,"Kinerja cukup, ada ruang perbaikan"
PR01829,E0363,2025-S1,3.07,"Kinerja cukup, ada ruang perbaikan"
PR01830,E0363,2025-S2,3.38,Beberapa target belum tercapai
PR01831,E0363,2026-S1,3.29,"Kinerja cukup, ada ruang perbaikan"
PR01832,E0364,2023-S2,3.67,"Kinerja baik, memenuhi target"
PR01833,E0364,2024-S1,4.01,Perlu sedikit peningkatan di komunikasi tim
PR01834,E0364,2024-S2,3.43,Perlu peningkatan konsistensi
PR01835,E0364,2025-S1,3.78,Stabil dan dapat diandalkan
PR01836,E0364,2025-S2,3.64,"Kinerja baik, memenuhi target"
PR01837,E0364,2026-S1,3.75,"Kinerja baik, memenuhi target"
PR01838,E0365,2024-S1,4.0,Perlu sedikit peningkatan di komunikasi tim
PR01839,E0365,2024-S2,4.04,Perlu sedikit peningkatan di komunikasi tim
PR01840,E0365,2025-S1,3.88,Perlu sedikit peningkatan di komunikasi tim
PR01841,E0365,2025-S2,4.55,"Sangat diandalkan tim, guest feedback positif"
PR01842,E0365,2026-S1,3.92,Stabil dan dapat diandalkan
PR01843,E0368,2024-S1,3.93,Perlu sedikit peningkatan di komunikasi tim
PR01844,E0368,2024-S2,3.61,Stabil dan dapat diandalkan
PR01845,E0368,2025-S1,4.08,"Kinerja baik, memenuhi target"
PR01846,E0368,2025-S2,3.82,"Kinerja baik, memenuhi target"
PR01847,E0368,2026-S1,3.74,Stabil dan dapat diandalkan
PR01848,E0369,2024-S2,4.51,"Sangat diandalkan tim, guest feedback positif"
PR01849,E0369,2025-S1,3.91,"Kinerja baik, memenuhi target"
PR01850,E0369,2025-S2,4.05,Stabil dan dapat diandalkan
PR01851,E0369,2026-S1,4.0,Stabil dan dapat diandalkan
PR01852,E0370,2023-S2,3.9,Perlu sedikit peningkatan di komunikasi tim
PR01853,E0370,2024-S1,4.02,Perlu sedikit peningkatan di komunikasi tim
PR01854,E0370,2024-S2,3.89,Stabil dan dapat diandalkan
PR01855,E0370,2025-S1,3.99,Perlu sedikit peningkatan di komunikasi tim
PR01856,E0370,2025-S2,3.63,"Kinerja baik, memenuhi target"
PR01857,E0371,2023-S2,3.7,Stabil dan dapat diandalkan
PR01858,E0371,2024-S1,3.76,"Kinerja baik, memenuhi target"
PR01859,E0371,2024-S2,3.7,Stabil dan dapat diandalkan
PR01860,E0371,2025-S1,3.8,"Kinerja baik, memenuhi target"
PR01861,E0371,2025-S2,3.46,Beberapa target belum tercapai
PR01862,E0371,2026-S1,3.77,"Kinerja baik, memenuhi target"
PR01863,E0372,2024-S2,2.78,Perlu peningkatan konsistensi
PR01864,E0372,2025-S1,2.55,"Kinerja cukup, ada ruang perbaikan"
PR01865,E0372,2025-S2,2.51,"Kinerja cukup, ada ruang perbaikan"
PR01866,E0372,2026-S1,2.75,Perlu peningkatan konsistensi
PR01867,E0373,2025-S2,4.24,Stabil dan dapat diandalkan
PR01868,E0373,2026-S1,4.42,"Sangat diandalkan tim, guest feedback positif"
PR01869,E0374,2023-S2,3.49,"Kinerja cukup, ada ruang perbaikan"
PR01870,E0374,2024-S1,3.74,Perlu sedikit peningkatan di komunikasi tim
PR01871,E0374,2024-S2,3.63,Perlu sedikit peningkatan di komunikasi tim
PR01872,E0374,2025-S1,3.72,Stabil dan dapat diandalkan
PR01873,E0374,2025-S2,3.46,Perlu peningkatan konsistensi
PR01874,E0374,2026-S1,3.86,Stabil dan dapat diandalkan
PR01875,E0375,2023-S2,3.18,"Kinerja cukup, ada ruang perbaikan"
PR01876,E0375,2024-S1,3.24,Perlu peningkatan konsistensi
PR01877,E0375,2024-S2,3.28,"Kinerja cukup, ada ruang perbaikan"
PR01878,E0376,2023-S2,3.72,Stabil dan dapat diandalkan
PR01879,E0376,2024-S1,3.42,Beberapa target belum tercapai
PR01880,E0376,2024-S2,3.3,Beberapa target belum tercapai
PR01881,E0376,2025-S1,3.6,Stabil dan dapat diandalkan
PR01882,E0376,2025-S2,3.66,"Kinerja baik, memenuhi target"
PR01883,E0376,2026-S1,3.4,Perlu peningkatan konsistensi
PR01884,E0377,2025-S1,3.73,Perlu sedikit peningkatan di komunikasi tim
PR01885,E0377,2025-S2,3.51,"Kinerja baik, memenuhi target"
PR01886,E0377,2026-S1,3.71,"Kinerja baik, memenuhi target"
PR01887,E0378,2023-S2,3.43,"Kinerja cukup, ada ruang perbaikan"
PR01888,E0378,2024-S1,3.32,Perlu peningkatan konsistensi
PR01889,E0378,2024-S2,3.45,"Kinerja cukup, ada ruang perbaikan"
PR01890,E0378,2025-S1,3.45,Beberapa target belum tercapai
PR01891,E0378,2025-S2,3.25,Perlu peningkatan konsistensi
PR01892,E0378,2026-S1,3.25,"Kinerja cukup, ada ruang perbaikan"
PR01893,E0379,2023-S2,4.13,Stabil dan dapat diandalkan
PR01894,E0379,2024-S1,4.47,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01895,E0379,2024-S2,4.5,"Sangat diandalkan tim, guest feedback positif"
PR01896,E0379,2025-S1,4.58,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01897,E0379,2025-S2,4.2,Stabil dan dapat diandalkan
PR01898,E0379,2026-S1,4.16,Stabil dan dapat diandalkan
PR01899,E0380,2023-S2,2.37,"Kinerja di bawah standar, perlu coaching intensif"
PR01900,E0380,2024-S1,2.57,Perlu peningkatan konsistensi
PR01901,E0380,2024-S2,2.75,Beberapa target belum tercapai
PR01902,E0380,2025-S1,2.65,Perlu peningkatan konsistensi
PR01903,E0380,2025-S2,2.43,Beberapa keluhan terkait kedisiplinan
PR01904,E0380,2026-S1,2.45,Perlu evaluasi lebih lanjut
PR01905,E0381,2023-S2,3.62,Perlu sedikit peningkatan di komunikasi tim
PR01906,E0381,2024-S1,3.74,"Kinerja baik, memenuhi target"
PR01907,E0381,2024-S2,3.95,Perlu sedikit peningkatan di komunikasi tim
PR01908,E0381,2025-S1,3.83,Perlu sedikit peningkatan di komunikasi tim
PR01909,E0381,2025-S2,3.88,Stabil dan dapat diandalkan
PR01910,E0381,2026-S1,3.63,Perlu sedikit peningkatan di komunikasi tim
PR01911,E0382,2023-S2,3.46,Beberapa target belum tercapai
PR01912,E0382,2024-S1,3.42,Perlu peningkatan konsistensi
PR01913,E0382,2024-S2,3.73,"Kinerja baik, memenuhi target"
PR01914,E0382,2025-S1,3.49,Perlu peningkatan konsistensi
PR01915,E0382,2025-S2,3.5,Perlu sedikit peningkatan di komunikasi tim
PR01916,E0382,2026-S1,3.54,Perlu sedikit peningkatan di komunikasi tim
PR01917,E0383,2023-S2,4.54,"Sangat diandalkan tim, guest feedback positif"
PR01918,E0383,2024-S1,4.17,"Kinerja baik, memenuhi target"
PR01919,E0383,2024-S2,4.53,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01920,E0383,2025-S1,3.87,Stabil dan dapat diandalkan
PR01921,E0383,2025-S2,4.04,Perlu sedikit peningkatan di komunikasi tim
PR01922,E0383,2026-S1,4.08,Perlu sedikit peningkatan di komunikasi tim
PR01923,E0384,2024-S2,4.31,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01924,E0384,2025-S1,4.29,Perlu sedikit peningkatan di komunikasi tim
PR01925,E0384,2025-S2,3.93,Stabil dan dapat diandalkan
PR01926,E0384,2026-S1,3.89,Stabil dan dapat diandalkan
PR01927,E0385,2023-S2,3.16,"Kinerja cukup, ada ruang perbaikan"
PR01928,E0385,2024-S1,3.51,"Kinerja baik, memenuhi target"
PR01929,E0385,2024-S2,3.26,"Kinerja cukup, ada ruang perbaikan"
PR01930,E0385,2025-S1,3.55,Stabil dan dapat diandalkan
PR01931,E0385,2025-S2,3.3,"Kinerja cukup, ada ruang perbaikan"
PR01932,E0385,2026-S1,3.32,Perlu peningkatan konsistensi
PR01933,E0386,2026-S1,2.63,Beberapa target belum tercapai
PR01934,E0387,2023-S2,4.19,Stabil dan dapat diandalkan
PR01935,E0387,2024-S1,4.27,Stabil dan dapat diandalkan
PR01936,E0387,2024-S2,4.3,"Sangat diandalkan tim, guest feedback positif"
PR01937,E0387,2025-S1,4.24,Perlu sedikit peningkatan di komunikasi tim
PR01938,E0387,2025-S2,4.01,"Kinerja baik, memenuhi target"
PR01939,E0387,2026-S1,4.18,"Kinerja baik, memenuhi target"
PR01940,E0388,2023-S2,4.14,Stabil dan dapat diandalkan
PR01941,E0388,2024-S1,4.18,Perlu sedikit peningkatan di komunikasi tim
PR01942,E0388,2024-S2,4.12,Perlu sedikit peningkatan di komunikasi tim
PR01943,E0388,2025-S1,3.99,Perlu sedikit peningkatan di komunikasi tim
PR01944,E0388,2025-S2,4.38,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01945,E0388,2026-S1,4.55,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01946,E0389,2023-S2,3.56,Perlu sedikit peningkatan di komunikasi tim
PR01947,E0389,2024-S1,3.24,Beberapa target belum tercapai
PR01948,E0389,2024-S2,3.25,Beberapa target belum tercapai
PR01949,E0389,2025-S1,2.98,Perlu peningkatan konsistensi
PR01950,E0389,2025-S2,3.36,Perlu peningkatan konsistensi
PR01951,E0389,2026-S1,3.44,"Kinerja cukup, ada ruang perbaikan"
PR01952,E0390,2023-S2,2.59,Perlu peningkatan konsistensi
PR01953,E0390,2024-S1,2.53,Perlu peningkatan konsistensi
PR01954,E0390,2024-S2,2.37,Perlu evaluasi lebih lanjut
PR01955,E0390,2025-S1,2.76,Beberapa target belum tercapai
PR01956,E0390,2025-S2,2.57,"Kinerja cukup, ada ruang perbaikan"
PR01957,E0390,2026-S1,2.56,Perlu peningkatan konsistensi
PR01958,E0391,2023-S2,3.62,Stabil dan dapat diandalkan
PR01959,E0391,2024-S1,3.42,"Kinerja cukup, ada ruang perbaikan"
PR01960,E0391,2024-S2,3.27,Perlu peningkatan konsistensi
PR01961,E0391,2025-S1,3.05,Beberapa target belum tercapai
PR01962,E0391,2025-S2,3.07,Perlu peningkatan konsistensi
PR01963,E0393,2023-S2,2.73,Perlu peningkatan konsistensi
PR01964,E0393,2024-S1,2.84,"Kinerja cukup, ada ruang perbaikan"
PR01965,E0393,2024-S2,2.63,Beberapa target belum tercapai
PR01966,E0393,2025-S1,1.87,Perlu evaluasi lebih lanjut
PR01967,E0393,2025-S2,2.29,"Kinerja di bawah standar, perlu coaching intensif"
PR01968,E0393,2026-S1,2.34,Perlu evaluasi lebih lanjut
PR01969,E0394,2023-S2,3.38,"Kinerja cukup, ada ruang perbaikan"
PR01970,E0394,2024-S1,3.35,"Kinerja cukup, ada ruang perbaikan"
PR01971,E0394,2024-S2,3.38,Perlu peningkatan konsistensi
PR01972,E0394,2025-S1,3.69,"Kinerja baik, memenuhi target"
PR01973,E0394,2025-S2,3.6,Perlu sedikit peningkatan di komunikasi tim
PR01974,E0394,2026-S1,3.63,Stabil dan dapat diandalkan
PR01975,E0395,2024-S1,4.28,Stabil dan dapat diandalkan
PR01976,E0395,2024-S2,4.32,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01977,E0395,2025-S1,3.94,Stabil dan dapat diandalkan
PR01978,E0395,2025-S2,4.33,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR01979,E0395,2026-S1,3.78,Perlu sedikit peningkatan di komunikasi tim
PR01980,E0396,2024-S2,3.95,"Kinerja baik, memenuhi target"
PR01981,E0396,2025-S1,4.15,Perlu sedikit peningkatan di komunikasi tim
PR01982,E0396,2025-S2,4.1,"Kinerja baik, memenuhi target"
PR01983,E0396,2026-S1,3.65,"Kinerja baik, memenuhi target"
PR01984,E0397,2023-S2,3.11,"Kinerja cukup, ada ruang perbaikan"
PR01985,E0398,2024-S1,4.53,"Sangat diandalkan tim, guest feedback positif"
PR01986,E0398,2024-S2,4.19,Perlu sedikit peningkatan di komunikasi tim
PR01987,E0398,2025-S1,4.37,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR01988,E0398,2025-S2,4.66,"Sangat diandalkan tim, guest feedback positif"
PR01989,E0398,2026-S1,4.02,Stabil dan dapat diandalkan
PR01990,E0400,2023-S2,3.43,Beberapa target belum tercapai
PR01991,E0400,2024-S1,3.42,Beberapa target belum tercapai
PR01992,E0400,2024-S2,3.29,Beberapa target belum tercapai
PR01993,E0400,2025-S1,3.41,Perlu peningkatan konsistensi
PR01994,E0400,2025-S2,3.75,Stabil dan dapat diandalkan
PR01995,E0400,2026-S1,3.54,Perlu sedikit peningkatan di komunikasi tim
PR01996,E0401,2025-S1,3.55,"Kinerja baik, memenuhi target"
PR01997,E0401,2025-S2,3.51,Perlu sedikit peningkatan di komunikasi tim
PR01998,E0401,2026-S1,3.02,Beberapa target belum tercapai
PR01999,E0402,2023-S2,4.25,Perlu sedikit peningkatan di komunikasi tim
PR02000,E0402,2024-S1,4.31,"Sangat diandalkan tim, guest feedback positif"
PR02001,E0402,2024-S2,4.02,"Kinerja baik, memenuhi target"
PR02002,E0402,2025-S1,3.98,"Kinerja baik, memenuhi target"
PR02003,E0402,2025-S2,3.82,Stabil dan dapat diandalkan
PR02004,E0402,2026-S1,4.16,Stabil dan dapat diandalkan
PR02005,E0403,2023-S2,3.67,Perlu sedikit peningkatan di komunikasi tim
PR02006,E0403,2024-S1,3.83,Stabil dan dapat diandalkan
PR02007,E0403,2024-S2,4.05,"Kinerja baik, memenuhi target"
PR02008,E0403,2025-S1,3.98,Stabil dan dapat diandalkan
PR02009,E0403,2025-S2,3.93,Perlu sedikit peningkatan di komunikasi tim
PR02010,E0403,2026-S1,3.83,Perlu sedikit peningkatan di komunikasi tim
PR02011,E0404,2024-S1,4.22,"Kinerja baik, memenuhi target"
PR02012,E0404,2024-S2,4.18,Stabil dan dapat diandalkan
PR02013,E0404,2025-S1,4.13,Perlu sedikit peningkatan di komunikasi tim
PR02014,E0404,2025-S2,3.87,Stabil dan dapat diandalkan
PR02015,E0404,2026-S1,3.93,"Kinerja baik, memenuhi target"
PR02016,E0405,2023-S2,3.94,"Kinerja baik, memenuhi target"
PR02017,E0405,2024-S1,4.37,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02018,E0405,2024-S2,4.09,"Kinerja baik, memenuhi target"
PR02019,E0405,2025-S1,4.46,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02020,E0405,2025-S2,4.16,Stabil dan dapat diandalkan
PR02021,E0405,2026-S1,4.21,"Kinerja baik, memenuhi target"
PR02022,E0406,2023-S2,2.69,Beberapa target belum tercapai
PR02023,E0407,2023-S2,2.31,"Kinerja di bawah standar, perlu coaching intensif"
PR02024,E0407,2024-S1,2.52,Perlu peningkatan konsistensi
PR02025,E0407,2024-S2,2.42,Beberapa keluhan terkait kedisiplinan
PR02026,E0407,2025-S1,2.68,Perlu peningkatan konsistensi
PR02027,E0407,2025-S2,2.47,"Kinerja di bawah standar, perlu coaching intensif"
PR02028,E0407,2026-S1,2.88,Perlu peningkatan konsistensi
PR02029,E0408,2023-S2,2.8,"Kinerja cukup, ada ruang perbaikan"
PR02030,E0408,2024-S1,3.23,"Kinerja cukup, ada ruang perbaikan"
PR02031,E0408,2024-S2,3.24,Beberapa target belum tercapai
PR02032,E0408,2025-S1,3.36,"Kinerja cukup, ada ruang perbaikan"
PR02033,E0408,2025-S2,3.33,"Kinerja cukup, ada ruang perbaikan"
PR02034,E0408,2026-S1,3.36,Beberapa target belum tercapai
PR02035,E0409,2023-S2,3.44,"Kinerja cukup, ada ruang perbaikan"
PR02036,E0409,2024-S1,3.38,Beberapa target belum tercapai
PR02037,E0409,2024-S2,3.46,Perlu peningkatan konsistensi
PR02038,E0409,2025-S1,3.42,Perlu peningkatan konsistensi
PR02039,E0409,2025-S2,3.69,"Kinerja baik, memenuhi target"
PR02040,E0409,2026-S1,3.23,"Kinerja cukup, ada ruang perbaikan"
PR02041,E0410,2023-S2,3.34,Perlu peningkatan konsistensi
PR02042,E0410,2024-S1,3.43,Beberapa target belum tercapai
PR02043,E0410,2024-S2,3.12,Perlu peningkatan konsistensi
PR02044,E0410,2025-S1,3.4,Perlu peningkatan konsistensi
PR02045,E0410,2025-S2,3.46,Perlu peningkatan konsistensi
PR02046,E0410,2026-S1,3.31,"Kinerja cukup, ada ruang perbaikan"
PR02047,E0411,2023-S2,4.13,Stabil dan dapat diandalkan
PR02048,E0411,2024-S1,4.19,Perlu sedikit peningkatan di komunikasi tim
PR02049,E0411,2024-S2,4.06,Perlu sedikit peningkatan di komunikasi tim
PR02050,E0411,2025-S1,4.0,Perlu sedikit peningkatan di komunikasi tim
PR02051,E0411,2025-S2,4.11,"Kinerja baik, memenuhi target"
PR02052,E0412,2023-S2,4.5,"Sangat diandalkan tim, guest feedback positif"
PR02053,E0412,2024-S1,4.14,Perlu sedikit peningkatan di komunikasi tim
PR02054,E0412,2024-S2,4.3,"Sangat diandalkan tim, guest feedback positif"
PR02055,E0412,2025-S1,4.36,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02056,E0412,2025-S2,4.19,Perlu sedikit peningkatan di komunikasi tim
PR02057,E0412,2026-S1,4.24,Stabil dan dapat diandalkan
PR02058,E0413,2024-S1,2.97,Perlu peningkatan konsistensi
PR02059,E0413,2024-S2,3.17,"Kinerja cukup, ada ruang perbaikan"
PR02060,E0413,2025-S1,2.98,Perlu peningkatan konsistensi
PR02061,E0413,2025-S2,3.3,Beberapa target belum tercapai
PR02062,E0413,2026-S1,3.25,"Kinerja cukup, ada ruang perbaikan"
PR02063,E0414,2023-S2,3.26,Perlu peningkatan konsistensi
PR02064,E0414,2024-S1,3.26,"Kinerja cukup, ada ruang perbaikan"
PR02065,E0414,2024-S2,3.32,"Kinerja cukup, ada ruang perbaikan"
PR02066,E0414,2025-S1,3.48,Perlu peningkatan konsistensi
PR02067,E0414,2025-S2,3.44,"Kinerja cukup, ada ruang perbaikan"
PR02068,E0414,2026-S1,3.66,"Kinerja baik, memenuhi target"
PR02069,E0415,2023-S2,4.25,Stabil dan dapat diandalkan
PR02070,E0415,2024-S1,4.45,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02071,E0415,2024-S2,4.26,"Kinerja baik, memenuhi target"
PR02072,E0415,2025-S1,4.45,"Sangat diandalkan tim, guest feedback positif"
PR02073,E0415,2025-S2,4.56,"Sangat diandalkan tim, guest feedback positif"
PR02074,E0415,2026-S1,3.93,Perlu sedikit peningkatan di komunikasi tim
PR02075,E0416,2023-S2,3.4,"Kinerja cukup, ada ruang perbaikan"
PR02076,E0416,2024-S1,3.06,"Kinerja cukup, ada ruang perbaikan"
PR02077,E0416,2024-S2,3.27,"Kinerja cukup, ada ruang perbaikan"
PR02078,E0416,2025-S1,3.35,"Kinerja cukup, ada ruang perbaikan"
PR02079,E0416,2025-S2,3.38,Beberapa target belum tercapai
PR02080,E0416,2026-S1,3.49,Beberapa target belum tercapai
PR02081,E0417,2023-S2,3.84,Stabil dan dapat diandalkan
PR02082,E0417,2024-S1,4.28,Perlu sedikit peningkatan di komunikasi tim
PR02083,E0417,2024-S2,4.14,Stabil dan dapat diandalkan
PR02084,E0417,2025-S1,4.03,Perlu sedikit peningkatan di komunikasi tim
PR02085,E0417,2025-S2,4.21,"Kinerja baik, memenuhi target"
PR02086,E0417,2026-S1,4.23,"Kinerja baik, memenuhi target"
PR02087,E0418,2023-S2,3.79,"Kinerja baik, memenuhi target"
PR02088,E0418,2024-S1,3.48,"Kinerja cukup, ada ruang perbaikan"
PR02089,E0418,2024-S2,3.59,Perlu sedikit peningkatan di komunikasi tim
PR02090,E0419,2023-S2,3.41,"Kinerja cukup, ada ruang perbaikan"
PR02091,E0419,2024-S1,3.75,Perlu sedikit peningkatan di komunikasi tim
PR02092,E0419,2024-S2,3.81,Stabil dan dapat diandalkan
PR02093,E0419,2025-S1,3.53,Perlu sedikit peningkatan di komunikasi tim
PR02094,E0419,2025-S2,3.8,Stabil dan dapat diandalkan
PR02095,E0419,2026-S1,3.57,"Kinerja baik, memenuhi target"
PR02096,E0420,2024-S1,3.17,"Kinerja cukup, ada ruang perbaikan"
PR02097,E0420,2024-S2,3.08,Perlu peningkatan konsistensi
PR02098,E0420,2025-S1,2.85,Perlu peningkatan konsistensi
PR02099,E0420,2025-S2,3.01,"Kinerja cukup, ada ruang perbaikan"
PR02100,E0420,2026-S1,2.92,Perlu peningkatan konsistensi
PR02101,E0422,2023-S2,3.85,Perlu sedikit peningkatan di komunikasi tim
PR02102,E0422,2024-S1,4.07,Perlu sedikit peningkatan di komunikasi tim
PR02103,E0422,2024-S2,3.64,Perlu sedikit peningkatan di komunikasi tim
PR02104,E0422,2025-S1,3.69,Stabil dan dapat diandalkan
PR02105,E0422,2025-S2,3.79,"Kinerja baik, memenuhi target"
PR02106,E0422,2026-S1,3.9,Perlu sedikit peningkatan di komunikasi tim
PR02107,E0423,2024-S1,3.81,Perlu sedikit peningkatan di komunikasi tim
PR02108,E0423,2024-S2,4.22,Stabil dan dapat diandalkan
PR02109,E0423,2025-S1,3.88,Stabil dan dapat diandalkan
PR02110,E0423,2025-S2,4.2,"Kinerja baik, memenuhi target"
PR02111,E0423,2026-S1,4.27,Stabil dan dapat diandalkan
PR02112,E0424,2023-S2,3.45,Perlu peningkatan konsistensi
PR02113,E0424,2024-S1,3.62,"Kinerja baik, memenuhi target"
PR02114,E0424,2024-S2,3.53,Perlu sedikit peningkatan di komunikasi tim
PR02115,E0424,2025-S1,3.55,"Kinerja baik, memenuhi target"
PR02116,E0424,2025-S2,3.55,"Kinerja baik, memenuhi target"
PR02117,E0424,2026-S1,3.05,Beberapa target belum tercapai
PR02118,E0425,2023-S2,4.03,Stabil dan dapat diandalkan
PR02119,E0425,2024-S1,3.95,"Kinerja baik, memenuhi target"
PR02120,E0425,2024-S2,3.83,Perlu sedikit peningkatan di komunikasi tim
PR02121,E0425,2025-S1,3.98,Perlu sedikit peningkatan di komunikasi tim
PR02122,E0425,2025-S2,3.48,"Kinerja cukup, ada ruang perbaikan"
PR02123,E0425,2026-S1,3.87,"Kinerja baik, memenuhi target"
PR02124,E0426,2023-S2,4.63,"Sangat diandalkan tim, guest feedback positif"
PR02125,E0426,2024-S1,4.51,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02126,E0426,2024-S2,4.59,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02127,E0426,2025-S1,4.71,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02128,E0426,2025-S2,4.38,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02129,E0426,2026-S1,4.45,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02130,E0427,2026-S1,3.35,"Kinerja cukup, ada ruang perbaikan"
PR02131,E0428,2023-S2,4.47,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02132,E0428,2024-S1,4.09,Stabil dan dapat diandalkan
PR02133,E0428,2024-S2,4.46,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02134,E0428,2025-S1,4.19,"Kinerja baik, memenuhi target"
PR02135,E0428,2025-S2,4.14,Perlu sedikit peningkatan di komunikasi tim
PR02136,E0428,2026-S1,4.25,"Kinerja baik, memenuhi target"
PR02137,E0429,2023-S2,3.09,Beberapa target belum tercapai
PR02138,E0429,2024-S1,3.09,Perlu peningkatan konsistensi
PR02139,E0429,2024-S2,3.31,Perlu peningkatan konsistensi
PR02140,E0429,2025-S1,2.89,Perlu peningkatan konsistensi
PR02141,E0429,2025-S2,2.86,Beberapa target belum tercapai
PR02142,E0429,2026-S1,3.08,Beberapa target belum tercapai
PR02143,E0431,2023-S2,3.93,Stabil dan dapat diandalkan
PR02144,E0431,2024-S1,4.05,"Kinerja baik, memenuhi target"
PR02145,E0431,2024-S2,4.0,Stabil dan dapat diandalkan
PR02146,E0431,2025-S1,4.25,Perlu sedikit peningkatan di komunikasi tim
PR02147,E0431,2025-S2,4.03,"Kinerja baik, memenuhi target"
PR02148,E0431,2026-S1,3.9,"Kinerja baik, memenuhi target"
PR02149,E0432,2023-S2,3.52,"Kinerja baik, memenuhi target"
PR02150,E0432,2024-S1,3.7,Perlu sedikit peningkatan di komunikasi tim
PR02151,E0432,2024-S2,3.49,Perlu peningkatan konsistensi
PR02152,E0432,2025-S1,3.51,"Kinerja baik, memenuhi target"
PR02153,E0432,2025-S2,3.56,"Kinerja baik, memenuhi target"
PR02154,E0432,2026-S1,3.73,Stabil dan dapat diandalkan
PR02155,E0433,2023-S2,3.44,Perlu peningkatan konsistensi
PR02156,E0433,2024-S1,3.53,Stabil dan dapat diandalkan
PR02157,E0433,2024-S2,3.44,"Kinerja cukup, ada ruang perbaikan"
PR02158,E0433,2025-S1,3.43,Beberapa target belum tercapai
PR02159,E0433,2025-S2,3.58,Stabil dan dapat diandalkan
PR02160,E0433,2026-S1,3.64,"Kinerja baik, memenuhi target"
PR02161,E0435,2023-S2,3.48,Perlu peningkatan konsistensi
PR02162,E0435,2024-S1,3.7,"Kinerja baik, memenuhi target"
PR02163,E0435,2024-S2,3.62,Stabil dan dapat diandalkan
