waste_id,outlet_id,date,ingredient_id,quantity_wasted,reason
WS0056188,OUT002,2025-01-10,ING014,0.07,overproduction
WS0056189,OUT003,2025-01-31,ING017,0.003,expired
WS0056190,OUT001,2023-12-30,ING018,0.152,expired
WS0056191,OUT013,2025-02-19,ING007,0.005,overproduction
WS0056192,OUT009,2025-05-30,ING001,0.092,overproduction
WS0056193,OUT013,2026-03-27,ING016,0.02,overproduction
WS0056194,OUT002,2025-09-11,ING019,0.031,spillage
WS0056195,OUT008,2026-03-07,ING016,0.002,spillage
WS0056196,OUT009,2025-06-03,ING017,0.009,expired
WS0056197,OUT002,2026-04-15,ING021,0.012,spillage
WS0056198,OUT009,2024-05-15,ING018,0.15,overproduction
WS0056199,OUT015,2025-08-19,ING026,0.008,expired
WS0056200,OUT006,2025-01-23,ING014,0.053,overproduction
WS0056201,OUT006,2026-02-16,ING013,0.027,overproduction
WS0056202,OUT017,2024-07-02,ING018,0.003,overproduction
WS0056203,OUT013,2024-06-30,ING016,0.005,overproduction
WS0056204,OUT010,2023-10-26,ING012,0.014,expired
WS0056205,OUT012,2024-02-01,ING016,0.012,overproduction
WS0056206,OUT001,2026-03-13,ING017,0.004,overproduction
WS0056207,OUT005,2025-02-06,ING028,0.059,spillage
WS0056208,OUT006,2025-09-16,ING016,0.019,expired
WS0056209,OUT010,2024-01-18,ING015,0.007,spillage
WS0056210,OUT007,2025-05-28,ING022,0.228,spillage
WS0056211,OUT015,2024-06-21,ING008,0.012,spillage
WS0056212,OUT005,2025-11-04,ING006,0.084,spillage
WS0056213,OUT002,2023-08-04,ING011,0.123,overproduction
WS0056214,OUT008,2024-09-05,ING027,0.036,overproduction
WS0056215,OUT006,2026-03-15,ING025,0.207,overproduction
WS0056216,OUT009,2025-12-26,ING004,0.109,expired
WS0056217,OUT004,2023-08-22,ING027,0.053,expired
WS0056218,OUT009,2024-02-25,ING010,0.033,spillage
WS0056219,OUT002,2026-01-10,ING026,0.069,overproduction
WS0056220,OUT013,2023-12-01,ING010,0.044,expired
WS0056221,OUT003,2024-08-18,ING015,0.013,overproduction
WS0056222,OUT004,2025-12-13,ING018,0.008,spillage
WS0056223,OUT013,2024-12-02,ING029,0.017,spillage
WS0056224,OUT009,2024-07-28,ING024,0.13,overproduction
WS0056225,OUT005,2023-09-26,ING022,0.104,expired
WS0056226,OUT002,2025-11-17,ING025,0.068,expired
WS0056227,OUT004,2025-11-10,ING006,0.005,overproduction
WS0056228,OUT017,2024-10-16,ING024,0.025,overproduction
WS0056229,OUT017,2025-06-14,ING018,0.011,overproduction
WS0056230,OUT011,2024-06-17,ING014,0.003,expired
WS0056231,OUT011,2024-12-29,ING014,0.008,expired
WS0056232,OUT017,2025-01-10,ING020,0.002,expired
WS0056233,OUT012,2023-11-13,ING015,0.02,expired
WS0056234,OUT016,2026-02-27,ING014,0.012,expired
WS0056235,OUT003,2025-12-21,ING007,0.008,spillage
WS0056236,OUT007,2023-07-12,ING028,0.052,overproduction
WS0056237,OUT003,2025-07-17,ING011,0.028,overproduction
WS0056238,OUT013,2025-03-09,ING029,0.013,overproduction
WS0056239,OUT007,2024-10-12,ING019,0.222,overproduction
WS0056240,OUT006,2024-09-11,ING015,0.012,expired
WS0056241,OUT008,2024-03-11,ING030,0.002,overproduction
WS0056242,OUT010,2024-07-29,ING024,0.03,overproduction
WS0056243,OUT005,2023-07-11,ING020,0.059,overproduction
WS0056244,OUT014,2024-11-23,ING016,0.003,expired
WS0056245,OUT010,2024-07-28,ING007,0.002,overproduction
WS0056246,OUT012,2024-05-27,ING024,0.308,spillage
WS0056247,OUT015,2024-09-21,ING010,0.084,overproduction
WS0056248,OUT014,2025-02-18,ING002,0.009,overproduction
WS0056249,OUT012,2025-04-17,ING018,0.202,overproduction
WS0056250,OUT015,2025-01-04,ING019,0.063,spillage
WS0056251,OUT005,2025-11-17,ING021,0.02,overproduction
WS0056252,OUT010,2025-12-17,ING024,0.041,expired
WS0056253,OUT002,2026-06-02,ING013,0.042,expired
WS0056254,OUT004,2023-10-05,ING002,0.017,expired
WS0056255,OUT007,2026-06-18,ING026,0.094,overproduction
WS0056256,OUT004,2025-11-16,ING029,0.006,spillage
WS0056257,OUT006,2024-06-27,ING011,0.109,overproduction
WS0056258,OUT003,2026-04-20,ING013,0.028,spillage
WS0056259,OUT009,2025-10-07,ING010,0.009,spillage
WS0056260,OUT017,2024-03-01,ING016,0.002,overproduction
WS0056261,OUT012,2026-04-17,ING027,0.023,spillage
WS0056262,OUT007,2025-05-01,ING016,0.018,expired
WS0056263,OUT013,2023-07-17,ING016,0.022,expired
WS0056264,OUT006,2025-01-10,ING030,0.01,overproduction
WS0056265,OUT013,2024-10-02,ING010,0.02,overproduction
WS0056266,OUT014,2025-11-13,ING022,0.011,overproduction
WS0056267,OUT015,2026-01-26,ING007,0.018,overproduction
WS0056268,OUT013,2025-01-08,ING016,0.006,spillage
WS0056269,OUT009,2025-10-18,ING026,0.024,overproduction
WS0056270,OUT002,2026-04-10,ING013,0.018,overproduction
WS0056271,OUT008,2025-06-06,ING025,0.104,overproduction
WS0056272,OUT004,2023-07-02,ING011,0.07,overproduction
WS0056273,OUT007,2023-11-24,ING002,0.037,overproduction
WS0056274,OUT001,2024-07-11,ING005,0.185,overproduction
WS0056275,OUT002,2024-05-12,ING022,0.145,spillage
WS0056276,OUT007,2024-06-30,ING019,0.132,overproduction
WS0056277,OUT007,2023-09-19,ING017,0.006,overproduction
WS0056278,OUT016,2024-11-19,ING012,0.018,overproduction
WS0056279,OUT009,2024-06-25,ING020,0.019,overproduction
WS0056280,OUT008,2024-02-08,ING010,0.016,expired
WS0056281,OUT004,2026-03-15,ING028,0.008,overproduction
WS0056282,OUT014,2025-08-02,ING012,0.016,overproduction
WS0056283,OUT015,2024-04-02,ING005,0.064,spillage
WS0056284,OUT015,2023-11-19,ING004,0.021,overproduction
WS0056285,OUT001,2025-04-06,ING020,0.069,expired
WS0056286,OUT004,2023-11-11,ING019,0.119,spillage
WS0056287,OUT002,2025-12-27,ING019,0.229,overproduction
WS0056288,OUT007,2023-09-30,ING002,0.067,expired
WS0056289,OUT008,2026-03-18,ING007,0.006,expired
WS0056290,OUT010,2026-06-26,ING028,0.074,overproduction
WS0056291,OUT004,2026-02-19,ING029,0.01,expired
WS0056292,OUT004,2025-10-24,ING019,0.017,spillage
WS0056293,OUT009,2024-06-27,ING003,0.175,overproduction
WS0056294,OUT009,2024-01-11,ING013,0.088,spillage
WS0056295,OUT011,2025-08-20,ING011,0.009,overproduction
WS0056296,OUT005,2025-03-12,ING028,0.075,overproduction
WS0056297,OUT006,2025-07-30,ING026,0.21,overproduction
WS0056298,OUT002,2026-02-19,ING026,0.033,spillage
WS0056299,OUT017,2025-05-22,ING007,0.002,overproduction
WS0056300,OUT006,2026-03-21,ING023,0.249,overproduction
WS0056301,OUT007,2024-11-21,ING018,0.082,expired
WS0056302,OUT006,2025-09-21,ING020,0.022,expired
WS0056303,OUT003,2025-05-06,ING012,0.018,spillage
WS0056304,OUT005,2024-05-12,ING003,0.539,overproduction
WS0056305,OUT011,2024-12-15,ING014,0.001,expired
WS0056306,OUT004,2025-06-15,ING024,0.048,overproduction
WS0056307,OUT014,2023-09-14,ING011,0.009,overproduction
WS0056308,OUT008,2024-12-14,ING016,0.006,overproduction
WS0056309,OUT012,2024-07-22,ING010,0.073,overproduction
WS0056310,OUT007,2026-05-31,ING021,0.005,overproduction
WS0056311,OUT009,2025-01-17,ING008,0.011,expired
WS0056312,OUT007,2026-05-13,ING028,0.062,overproduction
WS0056313,OUT003,2025-02-20,ING003,0.088,spillage
WS0056314,OUT001,2026-01-04,ING010,0.086,overproduction
WS0056315,OUT005,2025-10-03,ING019,0.06,expired
WS0056316,OUT006,2025-09-10,ING013,0.036,overproduction
WS0056317,OUT015,2024-10-01,ING011,0.055,overproduction
WS0056318,OUT006,2024-03-27,ING028,0.128,overproduction
WS0056319,OUT002,2025-04-12,ING010,0.074,overproduction
WS0056320,OUT010,2024-03-25,ING026,0.013,spillage
WS0056321,OUT005,2024-09-08,ING006,0.104,overproduction
WS0056322,OUT010,2025-08-01,ING018,0.023,spillage
WS0056323,OUT013,2025-04-21,ING011,0.061,overproduction
WS0056324,OUT015,2025-06-15,ING011,0.071,spillage
WS0056325,OUT017,2023-10-12,ING029,0.011,overproduction
WS0056326,OUT004,2024-06-10,ING019,0.068,overproduction
WS0056327,OUT010,2024-05-06,ING016,0.004,expired
WS0056328,OUT006,2025-01-10,ING007,0.01,expired
WS0056329,OUT007,2026-03-03,ING012,0.026,spillage
WS0056330,OUT001,2025-04-28,ING012,0.084,overproduction
WS0056331,OUT004,2024-01-20,ING007,0.008,overproduction
WS0056332,OUT001,2023-10-06,ING012,0.078,expired
WS0056333,OUT005,2025-01-24,ING028,0.14,spillage
WS0056334,OUT006,2025-06-10,ING017,0.009,overproduction
WS0056335,OUT012,2026-01-28,ING026,0.065,overproduction
WS0056336,OUT007,2025-01-27,ING011,0.073,spillage
WS0056337,OUT010,2026-05-14,ING003,0.013,overproduction
WS0056338,OUT010,2024-10-05,ING013,0.008,expired
WS0056339,OUT002,2026-04-24,ING010,0.045,spillage
WS0056340,OUT005,2026-04-17,ING026,0.033,expired
WS0056341,OUT006,2024-03-12,ING026,0.05,expired
WS0056342,OUT002,2024-03-07,ING006,0.002,overproduction
WS0056343,OUT001,2023-09-21,ING019,0.015,overproduction
WS0056344,OUT001,2024-01-24,ING016,0.019,expired
WS0056345,OUT003,2024-12-25,ING022,0.185,overproduction
WS0056346,OUT010,2026-04-12,ING026,0.01,expired
WS0056347,OUT001,2025-08-27,ING016,0.026,overproduction
WS0056348,OUT013,2025-05-09,ING023,0.092,spillage
WS0056349,OUT015,2025-07-14,ING015,0.011,expired
WS0056350,OUT015,2024-10-29,ING028,0.078,spillage
WS0056351,OUT007,2024-05-29,ING002,0.037,overproduction
WS0056352,OUT012,2024-07-18,ING006,0.147,expired
WS0056353,OUT004,2025-04-27,ING008,0.004,overproduction
WS0056354,OUT003,2024-05-11,ING002,0.031,overproduction
WS0056355,OUT014,2026-03-06,ING011,0.045,spillage
WS0056356,OUT011,2024-08-02,ING002,0.007,overproduction
WS0056357,OUT004,2024-08-26,ING021,0.002,overproduction
WS0056358,OUT012,2025-11-04,ING024,0.016,overproduction
WS0056359,OUT008,2025-05-25,ING010,0.025,spillage
WS0056360,OUT016,2026-03-24,ING027,0.043,overproduction
WS0056361,OUT006,2024-06-08,ING002,0.023,overproduction
WS0056362,OUT017,2024-12-08,ING003,0.11,spillage
WS0056363,OUT013,2024-01-21,ING029,0.019,expired
WS0056364,OUT006,2025-11-10,ING022,0.159,overproduction
WS0056365,OUT009,2024-03-10,ING011,0.063,overproduction
WS0056366,OUT015,2025-04-02,ING020,0.041,overproduction
WS0056367,OUT003,2025-12-10,ING010,0.024,overproduction
WS0056368,OUT002,2024-03-31,ING012,0.037,overproduction
WS0056369,OUT011,2023-08-04,ING012,0.016,overproduction
WS0056370,OUT002,2024-05-25,ING017,0.003,overproduction
WS0056371,OUT002,2023-07-27,ING002,0.005,expired
WS0056372,OUT012,2025-06-25,ING011,0.075,overproduction
WS0056373,OUT013,2023-07-01,ING012,0.047,spillage
WS0056374,OUT013,2025-09-23,ING017,0.007,spillage
WS0056375,OUT013,2024-11-25,ING011,0.02,overproduction
WS0056376,OUT007,2026-01-15,ING023,0.14,expired
WS0056377,OUT003,2024-06-21,ING003,0.197,expired
WS0056378,OUT013,2024-07-17,ING009,0.031,overproduction
WS0056379,OUT015,2025-06-27,ING021,0.008,expired
WS0056380,OUT010,2025-09-05,ING018,0.072,expired
WS0056381,OUT002,2024-07-18,ING009,0.026,expired
WS0056382,OUT015,2024-07-25,ING028,0.018,overproduction
WS0056383,OUT013,2024-07-26,ING014,0.107,overproduction
WS0056384,OUT014,2026-05-15,ING021,0.003,overproduction
WS0056385,OUT013,2025-10-11,ING016,0.005,overproduction
WS0056386,OUT014,2024-06-07,ING018,0.013,overproduction
WS0056387,OUT012,2025-08-30,ING007,0.048,overproduction
WS0056388,OUT003,2026-01-13,ING026,0.11,expired
WS0056389,OUT011,2025-06-05,ING022,0.032,overproduction
WS0056390,OUT005,2025-10-14,ING020,0.051,overproduction
WS0056391,OUT012,2026-03-29,ING001,0.15,spillage
WS0056392,OUT011,2025-10-16,ING014,0.004,overproduction
WS0056393,OUT010,2024-06-28,ING006,0.001,expired
WS0056394,OUT006,2026-02-09,ING002,0.03,overproduction
WS0056395,OUT015,2024-02-29,ING020,0.028,overproduction
WS0056396,OUT001,2025-06-09,ING018,0.694,spillage
WS0056397,OUT014,2026-02-25,ING024,0.058,spillage
WS0056398,OUT010,2023-10-07,ING016,0.002,expired
WS0056399,OUT006,2026-03-02,ING020,0.008,overproduction
WS0056400,OUT002,2026-04-18,ING024,0.208,overproduction
WS0056401,OUT013,2024-06-18,ING020,0.013,spillage
WS0056402,OUT003,2024-05-18,ING020,0.028,overproduction
WS0056403,OUT012,2024-03-19,ING010,0.028,overproduction
WS0056404,OUT007,2025-07-07,ING025,0.156,overproduction
WS0056405,OUT005,2023-08-26,ING027,0.241,expired
WS0056406,OUT011,2025-07-05,ING016,0.002,expired
WS0056407,OUT003,2023-12-29,ING016,0.011,expired
WS0056408,OUT007,2025-10-30,ING012,0.046,spillage
WS0056409,OUT007,2024-07-23,ING022,0.407,overproduction
WS0056410,OUT001,2025-08-12,ING019,0.096,spillage
WS0056411,OUT011,2024-11-13,ING016,0.001,overproduction
WS0056412,OUT007,2024-05-31,ING011,0.157,expired
WS0056413,OUT012,2024-06-12,ING028,0.038,overproduction
WS0056414,OUT009,2024-12-25,ING021,0.009,spillage
WS0056415,OUT005,2026-03-23,ING024,0.173,overproduction
WS0056416,OUT003,2026-03-06,ING027,0.35,expired
WS0056417,OUT009,2023-10-26,ING022,0.074,spillage
WS0056418,OUT010,2024-09-14,ING011,0.035,overproduction
WS0056419,OUT005,2023-07-05,ING019,0.231,expired
WS0056420,OUT012,2024-03-29,ING019,0.139,overproduction
WS0056421,OUT016,2023-08-05,ING020,0.006,overproduction
WS0056422,OUT012,2025-03-12,ING024,0.084,spillage
WS0056423,OUT005,2025-12-19,ING022,0.225,overproduction
WS0056424,OUT009,2024-12-30,ING027,0.109,overproduction
WS0056425,OUT007,2025-10-26,ING013,0.049,expired
WS0056426,OUT001,2023-08-20,ING002,0.13,expired
WS0056427,OUT016,2023-08-15,ING023,0.01,spillage
WS0056428,OUT003,2024-05-01,ING028,0.047,overproduction
WS0056429,OUT002,2026-04-26,ING025,0.129,overproduction
WS0056430,OUT012,2026-04-09,ING008,0.015,overproduction
WS0056431,OUT006,2024-01-22,ING017,0.006,overproduction
WS0056432,OUT014,2026-03-20,ING022,0.033,overproduction
WS0056433,OUT001,2024-09-02,ING012,0.018,overproduction
WS0056434,OUT017,2026-06-03,ING029,0.002,overproduction
WS0056435,OUT006,2024-02-10,ING030,0.004,overproduction
WS0056436,OUT013,2024-11-06,ING003,0.005,expired
WS0056437,OUT010,2024-03-11,ING011,0.019,overproduction
WS0056438,OUT004,2026-02-25,ING017,0.002,overproduction
WS0056439,OUT006,2025-07-11,ING018,0.266,expired
WS0056440,OUT006,2025-04-01,ING014,0.02,expired
WS0056441,OUT002,2024-11-02,ING011,0.127,overproduction
WS0056442,OUT015,2024-09-10,ING003,0.351,expired
WS0056443,OUT008,2024-07-25,ING016,0.011,spillage
WS0056444,OUT004,2026-04-03,ING003,0.106,overproduction
WS0056445,OUT003,2025-10-03,ING018,0.077,expired
WS0056446,OUT008,2025-06-05,ING019,0.053,expired
WS0056447,OUT004,2024-04-25,ING016,0.006,expired
WS0056448,OUT011,2024-08-07,ING010,0.01,expired
WS0056449,OUT004,2025-03-23,ING009,0.009,spillage
WS0056450,OUT012,2026-03-03,ING008,0.024,expired
WS0056451,OUT017,2024-01-09,ING012,0.004,overproduction
WS0056452,OUT010,2026-02-21,ING017,0.009,spillage
WS0056453,OUT005,2023-07-03,ING004,0.178,overproduction
WS0056454,OUT012,2025-10-22,ING022,0.033,overproduction
WS0056455,OUT016,2026-02-28,ING017,0.003,overproduction
WS0056456,OUT009,2023-08-27,ING028,0.021,expired
WS0056457,OUT016,2025-09-08,ING029,0.003,overproduction
WS0056458,OUT002,2025-06-12,ING012,0.016,expired
WS0056459,OUT014,2024-08-20,ING009,0.01,overproduction
WS0056460,OUT009,2023-07-12,ING028,0.113,spillage
WS0056461,OUT015,2023-11-12,ING002,0.019,spillage
WS0056462,OUT002,2025-12-18,ING018,0.098,overproduction
WS0056463,OUT002,2023-07-17,ING017,0.004,overproduction
WS0056464,OUT009,2023-07-02,ING003,0.441,overproduction
WS0056465,OUT012,2023-12-12,ING019,0.075,expired
WS0056466,OUT012,2024-05-10,ING006,0.091,expired
WS0056467,OUT003,2024-04-29,ING009,0.016,overproduction
WS0056468,OUT004,2025-06-02,ING003,0.024,expired
WS0056469,OUT016,2023-07-22,ING007,0.008,overproduction
WS0056470,OUT009,2024-01-17,ING009,0.143,spillage
WS0056471,OUT008,2023-12-19,ING001,0.025,overproduction
WS0056472,OUT010,2025-04-16,ING023,0.028,overproduction
WS0056473,OUT007,2023-08-24,ING002,0.045,overproduction
WS0056474,OUT002,2024-10-02,ING007,0.009,expired
WS0056475,OUT009,2023-09-23,ING010,0.021,overproduction
WS0056476,OUT009,2024-03-19,ING028,0.019,overproduction
WS0056477,OUT013,2023-10-20,ING011,0.092,spillage
WS0056478,OUT006,2025-12-22,ING012,0.049,overproduction
WS0056479,OUT008,2025-12-22,ING003,0.107,overproduction
WS0056480,OUT012,2023-09-17,ING005,0.2,expired
WS0056481,OUT015,2025-08-26,ING016,0.016,overproduction
WS0056482,OUT007,2023-12-22,ING024,0.542,overproduction
WS0056483,OUT004,2026-04-05,ING016,0.008,overproduction
WS0056484,OUT008,2024-12-21,ING015,0.003,spillage
WS0056485,OUT003,2026-06-17,ING013,0.041,overproduction
WS0056486,OUT011,2025-03-09,ING001,0.013,overproduction
WS0056487,OUT016,2023-11-18,ING017,0.003,expired
WS0056488,OUT016,2024-01-02,ING014,0.008,spillage
WS0056489,OUT012,2025-06-13,ING018,0.341,spillage
WS0056490,OUT009,2025-10-17,ING024,0.173,expired
WS0056491,OUT016,2026-02-08,ING007,0.003,overproduction
WS0056492,OUT017,2024-08-22,ING002,0.007,overproduction
WS0056493,OUT016,2025-10-20,ING022,0.027,expired
WS0056494,OUT015,2025-03-22,ING015,0.004,spillage
WS0056495,OUT005,2025-04-11,ING004,0.08,expired
WS0056496,OUT002,2024-11-24,ING027,0.409,overproduction
WS0056497,OUT007,2025-06-07,ING024,0.482,overproduction
WS0056498,OUT002,2025-01-13,ING028,0.177,overproduction
WS0056499,OUT015,2024-01-18,ING014,0.046,overproduction
WS0056500,OUT004,2026-06-13,ING001,0.053,overproduction
WS0056501,OUT009,2023-10-04,ING029,0.007,overproduction
WS0056502,OUT013,2026-05-14,ING018,0.059,expired
WS0056503,OUT012,2023-08-26,ING024,0.32,overproduction
WS0056504,OUT005,2024-07-07,ING018,0.355,spillage
WS0056505,OUT001,2026-04-26,ING011,0.071,overproduction
WS0056506,OUT001,2024-03-17,ING020,0.027,expired
WS0056507,OUT014,2026-02-23,ING014,0.003,spillage
WS0056508,OUT008,2024-02-01,ING020,0.002,expired
WS0056509,OUT006,2024-09-29,ING016,0.019,overproduction
WS0056510,OUT009,2023-10-13,ING012,0.037,overproduction
WS0056511,OUT003,2026-05-20,ING006,0.003,expired
WS0056512,OUT009,2026-04-23,ING022,0.109,spillage
WS0056513,OUT005,2025-01-12,ING011,0.252,spillage
WS0056514,OUT016,2025-07-13,ING011,0.013,overproduction
WS0056515,OUT002,2025-09-08,ING018,0.059,overproduction
WS0056516,OUT012,2024-07-02,ING029,0.044,expired
WS0056517,OUT007,2023-11-17,ING003,0.122,overproduction
WS0056518,OUT011,2024-09-01,ING010,0.02,expired
WS0056519,OUT017,2024-10-10,ING012,0.014,spillage
WS0056520,OUT001,2025-08-13,ING016,0.043,overproduction
WS0056521,OUT003,2025-06-09,ING003,0.022,overproduction
WS0056522,OUT012,2026-01-23,ING008,0.043,overproduction
WS0056523,OUT012,2023-11-26,ING016,0.019,overproduction
WS0056524,OUT015,2026-03-05,ING010,0.033,spillage
WS0056525,OUT010,2025-12-27,ING016,0.008,overproduction
WS0056526,OUT001,2025-09-12,ING027,0.097,overproduction
WS0056527,OUT007,2024-06-14,ING019,0.114,overproduction
WS0056528,OUT002,2025-07-14,ING010,0.008,expired
WS0056529,OUT010,2025-06-01,ING022,0.042,overproduction
WS0056530,OUT015,2024-09-11,ING018,0.156,expired
WS0056531,OUT009,2026-02-26,ING026,0.046,overproduction
WS0056532,OUT010,2024-08-03,ING022,0.163,overproduction
WS0056533,OUT007,2025-10-13,ING014,0.03,overproduction
WS0056534,OUT012,2025-09-01,ING013,0.021,expired
WS0056535,OUT002,2026-05-15,ING018,0.116,overproduction
WS0056536,OUT017,2025-12-05,ING009,0.053,overproduction
WS0056537,OUT013,2025-02-11,ING015,0.006,expired
WS0056538,OUT014,2025-11-19,ING007,0.014,overproduction
WS0056539,OUT016,2023-07-13,ING014,0.023,expired
WS0056540,OUT004,2024-12-14,ING030,0.003,overproduction
WS0056541,OUT005,2024-09-15,ING003,0.452,spillage
WS0056542,OUT012,2024-07-22,ING030,0.037,spillage
WS0056543,OUT009,2025-06-02,ING005,0.056,overproduction
WS0056544,OUT002,2023-12-20,ING009,0.033,overproduction
WS0056545,OUT010,2025-04-16,ING029,0.015,overproduction
WS0056546,OUT009,2023-12-18,ING024,0.096,expired
WS0056547,OUT006,2026-02-10,ING013,0.068,expired
WS0056548,OUT006,2024-09-27,ING011,0.079,expired
WS0056549,OUT003,2025-04-01,ING018,0.03,overproduction
WS0056550,OUT013,2025-10-03,ING009,0.029,expired
WS0056551,OUT013,2025-06-28,ING003,0.066,expired
WS0056552,OUT007,2025-10-11,ING027,1.594,expired
WS0056553,OUT002,2025-09-03,ING028,0.03,expired
WS0056554,OUT010,2023-08-04,ING024,0.047,overproduction
WS0056555,OUT009,2025-08-14,ING022,0.02,expired
WS0056556,OUT014,2025-02-05,ING009,0.009,spillage
WS0056557,OUT008,2026-01-02,ING011,0.027,spillage
WS0056558,OUT013,2025-03-01,ING029,0.005,expired
WS0056559,OUT004,2026-02-01,ING022,0.101,overproduction
WS0056560,OUT008,2023-09-06,ING028,0.004,overproduction
WS0056561,OUT011,2026-05-14,ING024,0.021,spillage
WS0056562,OUT007,2025-10-23,ING027,0.62,expired
WS0056563,OUT002,2026-06-18,ING022,0.233,overproduction
WS0056564,OUT005,2023-12-01,ING030,0.076,overproduction
WS0056565,OUT009,2023-08-23,ING029,0.016,expired
WS0056566,OUT007,2024-03-31,ING002,0.071,expired
WS0056567,OUT007,2025-05-28,ING002,0.052,overproduction
WS0056568,OUT010,2025-03-17,ING029,0.003,overproduction
WS0056569,OUT005,2025-05-17,ING004,0.213,overproduction
WS0056570,OUT005,2026-06-16,ING003,0.64,expired
WS0056571,OUT005,2024-09-19,ING013,0.073,spillage
WS0056572,OUT015,2026-04-22,ING014,0.01,overproduction
WS0056573,OUT013,2025-12-18,ING025,0.067,spillage
WS0056574,OUT002,2024-08-11,ING017,0.002,expired
WS0056575,OUT010,2025-04-28,ING020,0.001,spillage
WS0056576,OUT006,2024-06-11,ING016,0.011,overproduction
WS0056577,OUT001,2025-11-11,ING011,0.078,spillage
WS0056578,OUT011,2025-08-22,ING030,0.003,overproduction
WS0056579,OUT015,2023-09-30,ING004,0.051,overproduction
WS0056580,OUT003,2024-07-15,ING009,0.046,overproduction
WS0056581,OUT004,2025-06-18,ING016,0.005,overproduction
WS0056582,OUT017,2025-05-27,ING027,0.071,expired
WS0056583,OUT003,2023-09-23,ING021,0.004,overproduction
WS0056584,OUT007,2024-03-13,ING006,0.012,overproduction
WS0056585,OUT012,2025-02-25,ING019,0.028,expired
WS0056586,OUT014,2024-03-12,ING009,0.003,overproduction
WS0056587,OUT004,2024-02-16,ING010,0.032,expired
WS0056588,OUT012,2023-09-25,ING026,0.027,expired
WS0056589,OUT012,2024-01-29,ING014,0.011,expired
WS0056590,OUT014,2025-08-08,ING016,0.006,overproduction
WS0056591,OUT009,2026-05-29,ING011,0.11,overproduction
WS0056592,OUT017,2025-11-19,ING011,0.003,overproduction
WS0056593,OUT005,2025-12-09,ING022,0.417,overproduction
WS0056594,OUT002,2025-11-24,ING010,0.019,expired
WS0056595,OUT007,2024-11-16,ING002,0.082,overproduction
WS0056596,OUT010,2025-01-19,ING018,0.096,overproduction
WS0056597,OUT001,2025-12-14,ING012,0.074,overproduction
WS0056598,OUT002,2025-07-21,ING017,0.007,overproduction
WS0056599,OUT011,2024-04-25,ING017,0.001,expired
WS0056600,OUT008,2025-07-27,ING021,0.002,expired
WS0056601,OUT006,2025-07-15,ING029,0.019,expired
WS0056602,OUT010,2023-10-27,ING027,0.109,overproduction
WS0056603,OUT002,2023-08-05,ING030,0.01,overproduction
WS0056604,OUT012,2023-11-05,ING009,0.134,overproduction
WS0056605,OUT002,2024-08-26,ING011,0.114,spillage
WS0056606,OUT005,2024-11-17,ING027,0.517,overproduction
WS0056607,OUT009,2023-07-06,ING002,0.011,spillage
WS0056608,OUT010,2024-04-13,ING002,0.007,overproduction
WS0056609,OUT007,2026-03-29,ING023,0.153,expired
WS0056610,OUT002,2025-11-25,ING023,0.047,overproduction
WS0056611,OUT010,2023-09-12,ING027,0.289,spillage
WS0056612,OUT002,2025-04-29,ING018,0.055,expired
WS0056613,OUT005,2025-09-03,ING022,0.191,expired
WS0056614,OUT005,2024-12-21,ING029,0.036,overproduction
WS0056615,OUT007,2024-09-24,ING029,0.012,expired
WS0056616,OUT012,2026-02-01,ING024,0.127,expired
WS0056617,OUT003,2026-05-23,ING006,0.001,overproduction
WS0056618,OUT008,2025-10-24,ING025,0.077,overproduction
WS0056619,OUT006,2024-09-21,ING016,0.027,overproduction
WS0056620,OUT006,2025-01-12,ING014,0.097,overproduction
WS0056621,OUT016,2025-11-13,ING026,0.031,expired
WS0056622,OUT001,2026-02-23,ING006,0.057,expired
WS0056623,OUT009,2024-01-08,ING011,0.019,expired
WS0056624,OUT007,2024-07-01,ING013,0.016,expired
WS0056625,OUT007,2023-07-04,ING024,0.356,expired
WS0056626,OUT007,2025-07-22,ING015,0.024,expired
WS0056627,OUT007,2023-09-16,ING018,0.077,spillage
WS0056628,OUT010,2024-08-28,ING026,0.028,spillage
WS0056629,OUT004,2024-11-29,ING017,0.001,overproduction
WS0056630,OUT005,2026-02-11,ING019,0.084,overproduction
WS0056631,OUT015,2024-03-24,ING010,0.027,overproduction
WS0056632,OUT002,2025-11-04,ING016,0.013,overproduction
WS0056633,OUT008,2023-11-06,ING007,0.005,expired
WS0056634,OUT009,2025-03-28,ING006,0.047,overproduction
WS0056635,OUT013,2026-02-09,ING022,0.192,overproduction
WS0056636,OUT006,2024-08-12,ING022,0.413,overproduction
WS0056637,OUT007,2025-04-02,ING006,0.011,expired
WS0056638,OUT015,2026-04-03,ING020,0.037,spillage
WS0056639,OUT017,2025-06-10,ING027,0.017,spillage
WS0056640,OUT005,2025-01-20,ING029,0.019,spillage
WS0056641,OUT014,2024-04-22,ING013,0.006,overproduction
WS0056642,OUT009,2026-05-12,ING030,0.02,overproduction
WS0056643,OUT004,2025-01-28,ING003,0.087,expired
WS0056644,OUT012,2026-03-18,ING020,0.019,expired
WS0056645,OUT016,2025-03-10,ING011,0.019,overproduction
WS0056646,OUT008,2023-11-25,ING022,0.058,overproduction
WS0056647,OUT006,2025-07-20,ING018,0.153,overproduction
WS0056648,OUT015,2024-12-30,ING014,0.03,expired
